12,1,7,(((((A → A) → A) → (A → A)) → (A → ((A → A) → (A → (A → A))))) → A),450.92971,-1,-1,-1,-1,-1,-1,-1
12,1,6,((((A → (A → A)) → (A → A)) → (((A → A) → A) → (A → A))) → (A → A)),41.704293,3,3,1,203.008108,3,3,1
12,1,8,(((((((A → A) → A) → A) → (A → A)) → A) → A) → ((A → A) → (A → A))),8.824591,3,3,1,184.910223,3,3,1
12,1,7,(A → ((((A → A) → A) → (A → A)) → ((A → A) → (A → (A → (A → A)))))),73.792441,6,6,1,15248.012302,6,6,1
12,1,6,((((A → (A → A)) → (A → A)) → ((A → A) → A)) → ((A → A) → (A → A))),3.091102,3,3,1,16.606916,3,3,1
12,1,9,((A → (A → A)) → ((A → (A → ((A → A) → (A → ((A → A) → A))))) → A)),2.904403,-1,-1,-1,-1,-1,-1,-1
12,1,7,((A → A) → (((A → (A → (A → A))) → ((A → A) → A)) → ((A → A) → A))),3.748562,7,6,2,27453.962078,7,6,2
12,1,7,(A → ((((A → A) → (A → (A → A))) → (A → A)) → (A → ((A → A) → A)))),1.757357,5,5,1,884.658263,4,4,1
12,1,6,(((A → (A → (A → A))) → (A → (A → (A → A)))) → (((A → A) → A) → A)),1.728594,-1,-1,-1,-1,-1,-1,-1
12,1,6,(((A → (A → (A → A))) → ((A → (A → A)) → A)) → (((A → A) → A) → A)),1.96287,-1,-1,-1,-1,-1,-1,-1
12,1,6,(((A → A) → (A → A)) → (((A → (A → A)) → A) → ((A → A) → (A → A)))),1.549806,3,3,1,15.495842,3,3,1
12,1,8,(((A → A) → A) → (((A → A) → A) → (A → ((A → (A → (A → A))) → A)))),1.804814,5,5,1,6551.022663,5,5,1
12,1,6,((((A → A) → (A → A)) → (A → A)) → (A → ((A → (A → A)) → (A → A)))),1.828468,5,5,1,2442.149634,3,3,1
12,1,7,(A → ((A → A) → ((A → ((A → A) → A)) → ((A → (A → A)) → (A → A))))),3.020393,5,5,1,10486.321081,4,4,1
