10,1,7,(((A → (((A → A) → A) → ((A → A) → A))) → (A → A)) → A),25.934579,-1,-1,-1,-1,-1,-1,-1
10,1,7,(((A → (A → A)) → ((((A → A) → A) → A) → A)) → (A → A)),3.755517,3,3,1,106.953162,3,3,1
10,1,7,(((((A → (A → A)) → (A → A)) → A) → (A → (A → A))) → A),0.734513,-1,-1,-1,-1,-1,-1,-1
10,1,6,(((A → A) → (A → A)) → ((A → A) → (A → (A → (A → A))))),2.328156,5,5,1,460.274853,4,4,1
10,1,6,(((A → A) → (((A → A) → A) → A)) → (((A → A) → A) → A)),7.169532,5,4,2,904.272203,5,4,2
10,1,7,(((A → ((A → A) → A)) → (((A → (A → A)) → A) → A)) → A),0.215849,-1,-1,-1,-1,-1,-1,-1
10,1,6,(((A → ((A → A) → A)) → (A → (A → A))) → (A → (A → A))),0.79846,4,4,1,172.948342,4,4,1
10,1,6,(A → (((A → A) → ((A → A) → (A → A))) → ((A → A) → A))),0.711298,4,4,1,243.340978,3,3,1
10,1,7,((A → (A → A)) → (((((A → A) → (A → A)) → A) → A) → A)),1.974252,-1,-1,-1,-1,-1,-1,-1
10,1,7,((((A → A) → A) → (A → ((A → (A → A)) → (A → A)))) → A),0.246622,-1,-1,-1,-1,-1,-1,-1
10,1,5,(((A → A) → (A → A)) → ((A → (A → A)) → ((A → A) → A))),0.524952,-1,-1,-1,-1,-1,-1,-1
10,1,5,(((A → (A → A)) → A) → ((A → (A → A)) → ((A → A) → A))),1.990322,6,5,2,2579.187637,3,3,1
10,1,7,(((A → ((A → (A → A)) → A)) → (A → A)) → (A → (A → A))),6.158788,4,4,1,170.054339,4,4,1
10,1,7,((A → (A → A)) → (((((A → A) → A) → A) → (A → A)) → A)),0.603791,-1,-1,-1,-1,-1,-1,-1
10,1,6,(((A → ((A → A) → (A → A))) → A) → (A → ((A → A) → A))),0.932916,4,4,1,145.517429,3,3,1
10,1,7,(((A → A) → ((A → A) → ((A → (A → A)) → (A → A)))) → A),0.147533,-1,-1,-1,-1,-1,-1,-1
10,1,6,(A → ((A → ((A → A) → A)) → ((A → A) → ((A → A) → A)))),0.829798,5,5,1,6523.404615,3,3,1
10,1,6,((((A → A) → A) → (A → A)) → (A → (A → (A → (A → A))))),0.940071,6,6,1,5738.935931,6,6,1
10,1,6,((A → A) → ((((A → A) → A) → (A → A)) → ((A → A) → A))),0.314342,-1,-1,-1,-1,-1,-1,-1
10,1,7,(((A → (((A → A) → A) → A)) → (A → A)) → (A → (A → A))),2.320124,4,4,1,162.127229,4,4,1
10,1,5,(((A → (A → A)) → (A → (A → A))) → ((A → (A → A)) → A)),0.348756,-1,-1,-1,-1,-1,-1,-1
10,1,6,((((A → (A → A)) → (A → A)) → A) → (A → ((A → A) → A))),1.076209,4,4,1,327.161684,3,3,1
10,1,5,((((A → A) → A) → (A → A)) → ((A → (A → A)) → (A → A))),1.366163,4,4,1,329.571707,4,4,1
10,1,7,((A → A) → (A → ((A → A) → ((A → (A → A)) → (A → A))))),0.783072,5,5,1,748.024876,4,4,1
