14,1,6,(((A → A) → (((A → A) → A) → (A → A))) → (A → ((A → (A → A)) → ((A → A) → A)))),136.593785,5,5,1,9838.623064,4,4,1
14,1,6,((((A → A) → (A → A)) → ((A → A) → ((A → A) → (A → A)))) → (A → ((A → A) → A))),5.607622,4,4,1,485.942211,3,3,1
14,1,8,((A → A) → (((((A → (A → A)) → A) → (((A → A) → A) → A)) → (A → A)) → (A → A))),3.176044,3,3,1,19.656158,3,3,1
14,1,6,(((A → (A → A)) → (((A → A) → A) → ((A → A) → A))) → (((A → A) → A) → (A → A))),2.314191,4,4,1,1019.826323,4,4,1
14,1,8,(((((A → ((A → A) → A)) → A) → (A → A)) → ((((A → A) → A) → A) → A)) → (A → A)),2.152118,3,3,1,9.552976,3,3,1
14,1,6,((((A → A) → A) → (A → A)) → (((A → A) → (A → A)) → (((A → A) → A) → (A → A)))),2.292356,3,3,1,63.510821,3,3,1
14,1,7,(((A → A) → ((A → (A → A)) → (A → (A → A)))) → ((((A → (A → A)) → A) → A) → A)),1.968568,-1,-1,-1,-1,-1,-1,-1
14,1,7,(((A → (A → A)) → (A → A)) → ((A → A) → ((A → A) → ((A → A) → ((A → A) → A))))),1.998527,-1,-1,-1,-1,-1,-1,-1
14,1,7,(((A → A) → (A → A)) → (((A → A) → A) → ((A → A) → (A → ((A → A) → (A → A)))))),2.816494,5,5,1,6633.934063,5,5,1
14,1,8,((A → ((A → A) → A)) → (A → (((A → A) → ((A → (A → A)) → A)) → (A → (A → A))))),3.29211,6,6,1,159695.667528,6,6,1
14,1,8,((((A → (A → A)) → (A → A)) → A) → (A → (A → ((A → A) → (A → (A → (A → A))))))),2.853591,7,7,1,300005.37278,7,7,1
14,1,7,(((A → (A → (A → A))) → ((A → (A → A)) → ((A → (A → A)) → (A → A)))) → (A → A)),2.323129,3,3,1,4.269818,3,3,1
14,1,8,((((((A → (A → A)) → A) → A) → A) → (A → A)) → ((A → A) → (A → ((A → A) → A)))),1.867087,5,5,1,4891.760237,4,4,1
14,1,7,((A → (A → (A → A))) → (A → (((A → (A → A)) → A) → (A → ((A → A) → (A → A)))))),8.405671,6,6,1,216061.062064,4,4,1
14,1,7,((A → ((((A → A) → A) → (A → A)) → (A → A))) → (((A → A) → A) → (A → (A → A)))),2.61413,5,5,1,18978.327767,5,5,1
14,1,6,(((A → A) → (((A → A) → A) → (A → (A → A)))) → ((A → A) → ((A → A) → (A → A)))),1.881577,4,4,1,922.920407,4,4,1
14,1,9,((A → (((((A → A) → A) → ((A → A) → ((A → A) → A))) → A) → ((A → A) → A))) → A),1.665369,-1,-1,-1,-1,-1,-1,-1
14,1,7,((((A → A) → A) → (((A → (A → A)) → A) → ((A → A) → A))) → (((A → A) → A) → A)),1.544298,-1,-1,-1,-1,-1,-1,-1
14,1,8,((A → ((A → ((A → A) → (A → (A → A)))) → (A → A))) → (((A → (A → A)) → A) → A)),1.609722,-1,-1,-1,-1,-1,-1,-1
14,1,6,(((A → A) → ((A → A) → A)) → ((((A → A) → (A → A)) → (A → (A → A))) → (A → A))),1.970856,4,4,1,1272.117367,4,4,1
14,1,8,((A → (((A → A) → (((A → A) → A) → A)) → (((A → A) → (A → A)) → (A → A)))) → A),1.618214,-1,-1,-1,-1,-1,-1,-1
14,1,9,(((A → (A → (A → A))) → A) → ((((A → A) → (A → (((A → A) → A) → A))) → A) → A)),1.508427,-1,-1,-1,-1,-1,-1,-1
14,1,8,((((A → (A → ((A → A) → A))) → A) → ((A → A) → A)) → ((A → A) → (A → (A → A)))),2.087794,4,4,1,630.237051,4,4,1
14,1,6,((((A → A) → (A → (A → A))) → (((A → A) → A) → (A → A))) → (A → ((A → A) → A))),1.613887,4,4,1,344.11893,3,3,1
14,1,8,(((A → ((((A → A) → A) → (A → A)) → ((A → A) → A))) → A) → ((A → A) → (A → A))),1.367306,3,3,1,7.988052,3,3,1
14,1,7,((((A → (A → A)) → (A → A)) → ((A → A) → (((A → A) → A) → A))) → (A → (A → A))),1.747048,4,4,1,879.846056,4,4,1
14,1,8,((((A → ((A → (A → A)) → A)) → (((A → A) → A) → A)) → (A → A)) → (A → (A → A))),2.074503,4,4,1,395.076856,4,4,1
14,1,7,(((A → A) → (A → (A → A))) → ((A → A) → ((A → ((A → A) → (A → A))) → (A → A)))),1.534052,4,4,1,1257.914852,4,4,1
14,1,6,(((((A → A) → A) → A) → (A → (A → A))) → (((A → A) → A) → (((A → A) → A) → A))),1.402008,-1,-1,-1,-1,-1,-1,-1
14,1,7,((((((A → A) → (A → A)) → (A → A)) → A) → A) → (((A → A) → A) → (A → (A → A)))),1.439222,5,5,1,10058.641958,5,5,1
14,1,8,((A → A) → (((A → (((A → A) → A) → A)) → A) → ((A → A) → (A → ((A → A) → A))))),1.56109,6,6,1,61365.257536,5,5,1
14,1,7,((((A → A) → ((A → A) → A)) → (A → (A → A))) → ((A → (A → ((A → A) → A))) → A)),2.634052,-1,-1,-1,-1,-1,-1,-1
14,1,6,((((A → A) → (A → (A → A))) → A) → ((A → A) → ((A → (A → A)) → (A → (A → A))))),1.709426,4,4,1,1029.01111,4,4,1
14,1,8,(A → ((((A → A) → (A → ((A → A) → A))) → ((A → (A → A)) → (A → A))) → (A → A))),1.764941,4,4,1,284.55948,4,4,1
