bin,luCompResRatio,rpiCompResRatio,lurpiCompResRatio,rpiluCompResRatio,binDescription
1,0.0,0.0875,0.0875,0.0875,150-176
9,0.0,0.0,0.0,0.0,295-310
12,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,343-358
14,0.0,0.0,0.0,0.0,375-390
14,0.0,0.1076923076923077,0.1076923076923077,0.1076923076923077,375-390
14,0.0,0.15816326530612246,0.15816326530612246,0.15816326530612246,375-390
12,0.0055248618784530384,0.0,0.0055248618784530384,0.0055248618784530384,343-358
3,0.0,0.0,0.0,0.0,197-213
10,0.0,0.0,0.0,0.0,311-326
6,0.0,0.15873015873015872,0.15873015873015872,0.15873015873015872,247-262
12,0.0,0.11173184357541899,0.12290502793296089,0.11173184357541899,343-358
12,0.0,0.0,0.0,0.0,343-358
6,0.0,0.0,0.0,0.0,247-262
8,0.0,0.1258741258741259,0.1258741258741259,0.1258741258741259,279-294
7,0.0,0.13432835820895522,0.13432835820895522,0.13432835820895522,263-278
20,0.5555555555555556,0.13991769547325103,0.13991769547325103,0.6172839506172839,473-488
14,0.0,0.14795918367346939,0.14795918367346939,0.14795918367346939,375-390
12,0.0,0.0,0.0,0.0,343-358
9,0.0,0.0,0.0,0.0,295-310
11,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,327-342
6,0.0,0.0,0.0,0.0,247-262
15,0.0,0.0,0.0,0.0,391-406
9,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,295-310
12,0.0,0.0,0.0,0.0,343-358
14,0.0,0.0,0.0,0.0,375-390
4,0.0,0.13274336283185842,0.13274336283185842,0.13274336283185842,214-229
5,0.0,0.0,0.0,0.0,230-246
18,0.0,0.0,0.0,0.0,439-456
17,0.6334841628959276,0.14479638009049775,0.14479638009049775,0.6742081447963801,423-438
9,0.0,0.0,0.0,0.0,295-310
6,0.0,0.1297709923664122,0.1984732824427481,0.1297709923664122,247-262
3,0.0,0.102803738317757,0.102803738317757,0.102803738317757,197-213
13,0.0,0.0,0.0,0.0,359-374
8,0.0,0.0,0.0,0.0,279-294
11,0.0,0.0,0.0,0.0,327-342
8,0.0,0.13013698630136986,0.13013698630136986,0.13013698630136986,279-294
13,0.0,0.0,0.0,0.0,359-374
9,0.0,0.0,0.0,0.0,295-310
8,0.0,0.0,0.0,0.0,279-294
17,0.0,0.0,0.0,0.0,423-438
4,0.0,0.0,0.0,0.0,214-229
9,0.0,0.11920529801324503,0.11920529801324503,0.11920529801324503,295-310
10,0.0,0.11515151515151516,0.11515151515151516,0.11515151515151516,311-326
8,0.0,0.0,0.0,0.0,279-294
8,0.0,0.0,0.0,0.0,279-294
11,0.0,0.1534090909090909,0.1590909090909091,0.1534090909090909,327-342
8,0.006756756756756757,0.0,0.006756756756756757,0.006756756756756757,279-294
10,0.0,0.1402439024390244,0.1402439024390244,0.1402439024390244,311-326
21,0.0,0.0,0.0,0.0,489-505
13,0.0,0.0,0.0,0.0,359-374
11,0.0,0.0,0.0,0.0,327-342
12,0.0,0.14673913043478262,0.14673913043478262,0.14673913043478262,343-358
3,0.0,0.0,0.0,0.0,197-213
8,0.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,279-294
19,0.0,0.0,0.0,0.0,457-472
14,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,375-390
8,0.0,0.0,0.0,0.0,279-294
9,0.0,0.1437908496732026,0.1568627450980392,0.1437908496732026,295-310
12,0.0,0.15846994535519127,0.15846994535519127,0.15846994535519127,343-358
16,0.0,0.10679611650485436,0.11165048543689321,0.10679611650485436,407-422
7,0.5447761194029851,0.0,0.5447761194029851,0.5447761194029851,263-278
16,0.0,0.0,0.0,0.0,407-422
7,0.0,0.0,0.0,0.0,263-278
8,0.0,0.10638297872340426,0.10638297872340426,0.10638297872340426,279-294
12,0.0,0.13068181818181818,0.18181818181818182,0.13068181818181818,343-358
8,0.0,0.0,0.0,0.0,279-294
14,0.0,0.0,0.0,0.0,375-390
12,0.0,0.14124293785310735,0.14124293785310735,0.14124293785310735,343-358
13,0.0,0.15263157894736842,0.15789473684210525,0.15263157894736842,359-374
8,0.0,0.11333333333333333,0.11333333333333333,0.11333333333333333,279-294
15,0.5909090909090909,0.1111111111111111,0.1111111111111111,0.6262626262626263,391-406
10,0.0,0.0,0.0,0.0,311-326
8,0.0,0.14383561643835616,0.14383561643835616,0.14383561643835616,279-294
13,0.43157894736842106,0.0,0.43157894736842106,0.43157894736842106,359-374
13,0.0,0.0,0.0,0.0,359-374
13,0.0,0.0,0.0,0.0,359-374
18,0.0,0.0,0.0,0.0,439-456
8,0.0,0.1360544217687075,0.1360544217687075,0.1360544217687075,279-294
7,0.0,0.15555555555555556,0.17777777777777778,0.15555555555555556,263-278
2,0.0,0.10112359550561797,0.10112359550561797,0.10112359550561797,177-196
13,0.0,0.14136125654450263,0.14136125654450263,0.14136125654450263,359-374
2,0.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,177-196
13,0.0,0.0,0.0,0.0,359-374
14,0.17346938775510204,0.14795918367346939,0.15816326530612246,0.29591836734693877,375-390
8,0.0,0.0,0.0,0.0,279-294
5,0.0,0.112,0.112,0.112,230-246
10,0.0,0.0,0.0,0.0,311-326
16,0.0,0.12149532710280374,0.14485981308411214,0.12149532710280374,407-422
4,0.0,0.12612612612612611,0.12612612612612611,0.12612612612612611,214-229
11,0.0,0.0,0.0,0.0,327-342
5,0.0,0.0,0.0,0.0,230-246
13,0.0,0.13612565445026178,0.13612565445026178,0.13612565445026178,359-374
5,0.0,0.14049586776859505,0.14049586776859505,0.14049586776859505,230-246
12,0.0,0.13186813186813187,0.13186813186813187,0.13186813186813187,343-358
5,0.0,0.18110236220472442,0.1889763779527559,0.18110236220472442,230-246
16,0.0047169811320754715,0.0,0.0047169811320754715,0.15566037735849056,407-422
15,0.0,0.0,0.0,0.0,391-406
11,0.0,0.12994350282485875,0.12994350282485875,0.12994350282485875,327-342
12,0.0,0.15168539325842698,0.15168539325842698,0.15168539325842698,343-358
10,0.0,0.0,0.0,0.0,311-326
12,0.0,0.10982658959537572,0.10982658959537572,0.10982658959537572,343-358
19,0.36324786324786323,0.1282051282051282,0.14102564102564102,0.44017094017094016,457-472
5,0.0,0.0,0.0,0.0,230-246
11,0.0,0.0,0.0,0.0,327-342
9,0.0,0.15527950310559005,0.15527950310559005,0.15527950310559005,295-310
9,0.0,0.16025641025641027,0.16666666666666666,0.16025641025641027,295-310
8,0.0,0.0,0.0,0.0,279-294
19,0.0,0.0,0.0,0.0,457-472
18,0.0,0.0,0.0,0.0,439-456
7,0.0,0.11029411764705882,0.11029411764705882,0.11029411764705882,263-278
3,0.0,0.0,0.0,0.0,197-213
8,0.0,0.0,0.0,0.0,279-294
15,0.0,0.14427860696517414,0.14427860696517414,0.14427860696517414,391-406
8,0.4652777777777778,0.0,0.4652777777777778,0.5625,279-294
8,0.0,0.1357142857142857,0.1357142857142857,0.1357142857142857,279-294
8,0.0,0.0,0.0,0.0,279-294
6,0.0,0.0,0.0,0.0,247-262
13,0.0,0.13440860215053763,0.13440860215053763,0.13440860215053763,359-374
4,0.0,0.0,0.0,0.0,214-229
10,0.0,0.16167664670658682,0.16167664670658682,0.16167664670658682,311-326
9,0.0,0.10967741935483871,0.9096774193548387,0.10967741935483871,295-310
9,0.0,0.0,0.0,0.0,295-310
5,0.0,0.0,0.0,0.0,230-246
12,0.0,0.0,0.0,0.0,343-358
8,0.0,0.11971830985915492,0.11971830985915492,0.11971830985915492,279-294
12,0.5376344086021505,0.0,0.5376344086021505,0.5806451612903226,343-358
8,0.0,0.0,0.0,0.0,279-294
2,0.0,0.0,0.0,0.0,177-196
7,0.0,0.0,0.0,0.0,263-278
15,0.0,0.0,0.0,0.0,391-406
9,0.0,0.0,0.0,0.0,295-310
14,0.0,0.0,0.0,0.0,375-390
20,0.0,0.0,0.0,0.0,473-488
13,0.0,0.0,0.0,0.0,359-374
11,0.0,0.13095238095238096,0.13095238095238096,0.13095238095238096,327-342
12,0.0,0.0,0.0,0.0,343-358
11,0.0,0.14857142857142858,0.16,0.14857142857142858,327-342
12,0.0,0.0,0.0,0.0,343-358
10,0.0,0.1125,0.1125,0.1125,311-326
19,0.0,0.0,0.0,0.0,457-472
21,0.4653846153846154,0.16538461538461538,0.2153846153846154,0.4653846153846154,489-505
14,0.0,0.0,0.0,0.0,375-390
13,0.0,0.0,0.0,0.0,359-374
9,0.0,0.0,0.0,0.0,295-310
13,0.0,0.0,0.0,0.0,359-374
5,0.0,0.0,0.0,0.0,230-246
7,0.0,0.14388489208633093,0.1510791366906475,0.14388489208633093,263-278
11,0.0,0.0,0.0,0.0,327-342
11,0.0,0.0,0.0,0.0,327-342
19,0.0,0.0,0.0,0.0,457-472
12,0.0,0.13736263736263737,0.13736263736263737,0.13736263736263737,343-358
8,0.0,0.0,0.0,0.0,279-294
10,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,311-326
13,0.0,0.0,0.0,0.0,359-374
15,0.0,0.0,0.0,0.0,391-406
14,0.0,0.0,0.0,0.0,375-390
10,0.10559006211180125,0.0,0.10559006211180125,0.2422360248447205,311-326
23,0.1242603550295858,0.0,0.1242603550295858,0.1242603550295858,546-699
9,0.0,0.0,0.0,0.0,295-310
10,0.0,0.08860759493670886,0.08860759493670886,0.08860759493670886,311-326
1,0.0,0.0,0.0,0.0,150-176
16,0.20853080568720378,0.0,0.20853080568720378,0.20853080568720378,407-422
18,0.0,0.0,0.0,0.0,439-456
10,0.0,0.147239263803681,0.31901840490797545,0.147239263803681,311-326
7,0.0,0.0,0.0,0.0,263-278
6,0.0,0.0,0.0,0.0,247-262
15,0.0,0.0,0.0,0.0,391-406
9,0.0,0.0,0.0,0.0,295-310
10,0.0,0.0,0.0,0.0,311-326
10,0.0,0.0,0.0,0.0,311-326
14,0.0,0.0,0.0,0.0,375-390
6,0.0,0.0,0.0,0.0,247-262
9,0.0,0.1118421052631579,0.1118421052631579,0.1118421052631579,295-310
10,0.7305389221556886,0.1497005988023952,0.7544910179640718,0.7544910179640718,311-326
14,0.0,0.0,0.0,0.0,375-390
10,0.0,0.0,0.0,0.0,311-326
19,0.0,0.0,0.0,0.0,457-472
10,0.0,0.0,0.0,0.0,311-326
21,0.0,0.0,0.0,0.0,489-505
15,0.0,0.0,0.0,0.0,391-406
11,0.0,0.14619883040935672,0.14619883040935672,0.14619883040935672,327-342
17,0.0,0.0,0.0,0.0,423-438
10,0.0,0.12422360248447205,0.12422360248447205,0.12422360248447205,311-326
15,0.0,0.0,0.0,0.0,391-406
8,0.0,0.1836734693877551,0.19047619047619047,0.1836734693877551,279-294
15,0.0,0.1076923076923077,0.1076923076923077,0.1076923076923077,391-406
15,0.0,0.0,0.0,0.0,391-406
21,0.0,0.0,0.0,0.0,489-505
14,0.0,0.0,0.0,0.0,375-390
14,0.0,0.0,0.0,0.0,375-390
4,0.0,0.11504424778761062,0.11504424778761062,0.11504424778761062,214-229
10,0.006289308176100629,0.0,0.006289308176100629,0.006289308176100629,311-326
6,0.0,0.0,0.0,0.0,247-262
8,0.0,0.0,0.0,0.0,279-294
14,0.0,0.0,0.0,0.0,375-390
7,0.0,0.0,0.0,0.0,263-278
13,0.0,0.0,0.0,0.0,359-374
11,0.0,0.12716763005780346,0.12716763005780346,0.12716763005780346,327-342
13,0.0,0.0,0.0,0.0,359-374
14,0.109375,0.140625,0.2604166666666667,0.23958333333333334,375-390
23,0.49050632911392406,0.0,0.49050632911392406,0.569620253164557,546-699
23,0.35172413793103446,0.0,0.35172413793103446,0.35172413793103446,546-699
10,0.4171779141104294,0.0,0.4171779141104294,0.4171779141104294,311-326
12,0.0,0.0,0.0,0.0,343-358
5,0.0,0.1487603305785124,0.1487603305785124,0.1487603305785124,230-246
7,0.0,0.0,0.0,0.0,263-278
11,0.0,0.0,0.0,0.0,327-342
18,0.0,0.0,0.0,0.0,439-456
9,0.0,0.0,0.0,0.0,295-310
14,0.0,0.0,0.0,0.0,375-390
17,0.0,0.0,0.0,0.0,423-438
11,0.0,0.0,0.0,0.0,327-342
20,0.0,0.0,0.0,0.0,473-488
6,0.0,0.140625,0.15625,0.140625,247-262
7,0.0,0.0,0.0,0.0,263-278
20,0.0,0.0,0.0,0.0,473-488
11,0.0,0.0,0.0,0.0,327-342
10,0.0,0.0,0.0,0.0,311-326
6,0.7213114754098361,0.0,0.7213114754098361,0.7459016393442623,247-262
10,0.0,0.0,0.0,0.0,311-326
8,0.0,0.1103448275862069,0.1103448275862069,0.1103448275862069,279-294
19,0.0,0.0,0.0,0.0,457-472
9,0.0,0.0,0.0,0.0,295-310
9,0.0,0.0,0.0,0.0,295-310
11,0.5679012345679012,0.0,0.5679012345679012,0.5987654320987654,327-342
5,0.0,0.0,0.0,0.0,230-246
17,0.0,0.0,0.0,0.0,423-438
9,0.0,0.0,0.0,0.0,295-310
4,0.0,0.0,0.0,0.0,214-229
7,0.0,0.15384615384615385,0.18181818181818182,0.15384615384615385,263-278
12,0.0,0.0,0.0,0.0,343-358
9,0.0,0.15384615384615385,0.20512820512820512,0.15384615384615385,295-310
10,0.0,0.0,0.0,0.0,311-326
16,0.39622641509433965,0.0,0.39622641509433965,0.49056603773584906,407-422
13,0.0,0.1366120218579235,0.1366120218579235,0.1366120218579235,359-374
14,0.0,0.0,0.0,0.0,375-390
17,0.0,0.0,0.0,0.0,423-438
2,0.0,0.09375,0.09375,0.09375,177-196
9,0.0,0.12578616352201258,0.12578616352201258,0.12578616352201258,295-310
2,0.0,0.0,0.0,0.0,177-196
13,0.0,0.1256544502617801,0.13089005235602094,0.1256544502617801,359-374
13,0.0,0.0,0.0,0.0,359-374
19,0.0,0.0,0.0,0.0,457-472
8,0.0,0.12244897959183673,0.12244897959183673,0.12244897959183673,279-294
12,0.2722222222222222,0.0,0.2722222222222222,0.3611111111111111,343-358
20,0.0,0.0,0.0,0.0,473-488
15,0.0,0.0,0.0,0.0,391-406
19,0.0,0.13524590163934427,0.13524590163934427,0.13524590163934427,457-472
16,0.0,0.1509433962264151,0.15566037735849056,0.1509433962264151,407-422
7,0.42857142857142855,0.11428571428571428,0.15,0.4928571428571429,263-278
5,0.0,0.0,0.0,0.0,230-246
16,0.0,0.0,0.0,0.0,407-422
8,0.0,0.0,0.0,0.0,279-294
2,0.0,0.1414141414141414,0.1414141414141414,0.1414141414141414,177-196
5,0.0,0.12295081967213115,0.12295081967213115,0.12295081967213115,230-246
6,0.0,0.11627906976744186,0.11627906976744186,0.11627906976744186,247-262
12,0.0,0.0,0.0,0.0,343-358
12,0.0,0.0,0.0,0.0,343-358
11,0.5061728395061729,0.1111111111111111,0.5617283950617284,0.5617283950617284,327-342
17,0.0,0.0,0.0,0.0,423-438
11,0.0,0.11560693641618497,0.12716763005780346,0.11560693641618497,327-342
19,0.0,0.0,0.0,0.0,457-472
6,0.0,0.0,0.0,0.0,247-262
12,0.0,0.15,0.15555555555555556,0.15,343-358
8,0.0,0.0,0.0,0.0,279-294
12,0.5519125683060109,0.0,0.5519125683060109,0.5519125683060109,343-358
4,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,214-229
22,0.1947565543071161,0.0,0.1947565543071161,0.31835205992509363,506-545
15,0.0,0.14705882352941177,0.14705882352941177,0.14705882352941177,391-406
18,0.16033755274261605,0.0,0.16033755274261605,0.16033755274261605,439-456
8,0.0,0.11724137931034483,0.11724137931034483,0.11724137931034483,279-294
6,0.0,0.0,0.0,0.0,247-262
10,0.0,0.12883435582822086,0.1411042944785276,0.12883435582822086,311-326
15,0.0,0.14563106796116504,0.1553398058252427,0.14563106796116504,391-406
7,0.0,0.0,0.0,0.0,263-278
18,0.0,0.0,0.0,0.0,439-456
9,0.0,0.0,0.0,0.0,295-310
22,0.0,0.0,0.0,0.0,506-545
14,0.0,0.0,0.0,0.0,375-390
12,0.0,0.0,0.0,0.0,343-358
8,0.0,0.0,0.0,0.0,279-294
17,0.0,0.1336405529953917,0.1336405529953917,0.1336405529953917,423-438
10,0.8,0.0,0.8,0.8,311-326
15,0.599009900990099,0.0,0.599009900990099,0.6534653465346535,391-406
8,0.0,0.11564625850340136,0.11564625850340136,0.11564625850340136,279-294
6,0.0,0.1349206349206349,0.1349206349206349,0.1349206349206349,247-262
13,0.0,0.0,0.0,0.0,359-374
7,0.0,0.1510791366906475,0.16546762589928057,0.1510791366906475,263-278
22,0.0,0.0,0.0,0.0,506-545
18,0.0,0.0,0.0,0.0,439-456
10,0.0,0.0,0.0,0.0,311-326
10,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,311-326
7,0.0,0.0,0.0,0.0,263-278
16,0.0,0.0,0.0,0.0,407-422
14,0.0,0.0,0.0,0.0,375-390
0,0.0,0.0,0.0,0.0, 90-149
11,0.0,0.0,0.0,0.0,327-342
14,0.0,0.0,0.0,0.0,375-390
22,0.0,0.0,0.0,0.0,506-545
16,0.0,0.0,0.0,0.0,407-422
15,0.0,0.0,0.0,0.0,391-406
0,0.0,0.08163265306122448,0.08163265306122448,0.08163265306122448, 90-149
17,0.0,0.12053571428571429,0.13839285714285715,0.12053571428571429,423-438
6,0.0,0.0,0.0,0.0,247-262
11,0.0,0.13068181818181818,0.13636363636363635,0.13068181818181818,327-342
2,0.0,0.11458333333333333,0.11458333333333333,0.11458333333333333,177-196
14,0.0,0.15228426395939088,0.20812182741116753,0.15228426395939088,375-390
8,0.0,0.11564625850340136,0.12244897959183673,0.11564625850340136,279-294
18,0.0,0.0,0.0,0.0,439-456
6,0.0,0.0,0.0,0.0,247-262
17,0.0,0.0,0.0,0.0,423-438
6,0.0,0.09448818897637795,0.09448818897637795,0.09448818897637795,247-262
4,0.0,0.0,0.0,0.0,214-229
8,0.0,0.0,0.0,0.0,279-294
10,0.0,0.12578616352201258,0.12578616352201258,0.12578616352201258,311-326
9,0.3375796178343949,0.1592356687898089,0.9936305732484076,0.45222929936305734,295-310
13,0.0,0.0,0.0,0.0,359-374
8,0.0,0.12949640287769784,0.1366906474820144,0.12949640287769784,279-294
17,0.0,0.0,0.0,0.0,423-438
8,0.0,0.0,0.0,0.0,279-294
17,0.0,0.0,0.0,0.0,423-438
15,0.0,0.0,0.0,0.0,391-406
23,0.6354166666666666,0.0,0.6354166666666666,0.6354166666666666,546-699
15,0.0,0.0,0.0,0.0,391-406
17,0.0,0.0,0.0,0.0,423-438
16,0.0,0.0,0.0,0.0,407-422
18,0.3991228070175439,0.0,0.3991228070175439,0.3991228070175439,439-456
16,0.0,0.0,0.0,0.0,407-422
11,0.0,0.0,0.0,0.0,327-342
2,0.0,0.1368421052631579,0.1368421052631579,0.1368421052631579,177-196
8,0.43661971830985913,0.0,0.43661971830985913,0.43661971830985913,279-294
13,0.0,0.0,0.0,0.0,359-374
5,0.0,0.0,0.0,0.0,230-246
0,0.0,0.0,0.0,0.0, 90-149
6,0.0,0.0,0.0,0.0,247-262
13,0.0,0.0,0.0,0.0,359-374
5,0.0,0.0,0.0,0.0,230-246
11,0.0058823529411764705,0.0,0.0058823529411764705,0.12941176470588237,327-342
8,0.0,0.0,0.0,0.0,279-294
19,0.0,0.0,0.0,0.0,457-472
16,0.0,0.0,0.0,0.0,407-422
13,0.0,0.11827956989247312,0.11827956989247312,0.11827956989247312,359-374
9,0.0,0.10810810810810811,0.1554054054054054,0.10810810810810811,295-310
5,0.0,0.0,0.0,0.0,230-246
6,0.0,0.0,0.0,0.0,247-262
7,0.0,0.0,0.0,0.0,263-278
11,0.0,0.0,0.0,0.0,327-342
8,0.5170068027210885,0.0,0.5170068027210885,0.5918367346938775,279-294
14,0.0,0.0,0.0,0.0,375-390
11,0.0,0.0,0.0,0.0,327-342
13,0.0,0.0,0.0,0.0,359-374
11,0.0,0.15476190476190477,0.9880952380952381,0.15476190476190477,327-342
8,0.0,0.0,0.0,0.0,279-294
5,0.0,0.0,0.0,0.0,230-246
16,0.0,0.0,0.0,0.0,407-422
5,0.0,0.0,0.0,0.0,230-246
18,0.0,0.14345991561181434,0.14345991561181434,0.14345991561181434,439-456
0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111, 90-149
11,0.0,0.13450292397660818,0.14035087719298245,0.13450292397660818,327-342
6,0.0,0.08461538461538462,0.08461538461538462,0.08461538461538462,247-262
13,0.0,0.0,0.0,0.0,359-374
17,0.0,0.0,0.0,0.0,423-438
17,0.0,0.0,0.0,0.0,423-438
4,0.0,0.0,0.0,0.0,214-229
5,0.0,0.10569105691056911,0.10569105691056911,0.10569105691056911,230-246
17,0.018018018018018018,0.0,0.018018018018018018,0.018018018018018018,423-438
9,0.0,0.0,0.0,0.0,295-310
8,0.0,0.0,0.0,0.0,279-294
14,0.0,0.0,0.0,0.0,375-390
10,0.0,0.0,0.0,0.0,311-326
7,0.7183098591549296,0.0,0.7183098591549296,0.7676056338028169,263-278
10,0.0,0.0,0.0,0.0,311-326
6,0.0,0.0,0.0,0.0,247-262
12,0.0,0.13259668508287292,0.13259668508287292,0.13259668508287292,343-358
9,0.0,0.0,0.0,0.0,295-310
5,0.0,0.0,0.0,0.0,230-246
12,0.0,0.0,0.0,0.0,343-358
10,0.0,0.11392405063291139,0.11392405063291139,0.11392405063291139,311-326
0,0.0,0.0,0.0,0.0, 90-149
7,0.0,0.0,0.0,0.0,263-278
7,0.0,0.0,0.0,0.0,263-278
10,0.0,0.0,0.0,0.0,311-326
23,0.0,0.0,0.0,0.0,546-699
12,0.0,0.12903225806451613,0.12903225806451613,0.12903225806451613,343-358
8,0.0,0.0,0.0,0.0,279-294
12,0.0,0.0,0.0,0.0,343-358
10,0.0,0.14457831325301204,0.1746987951807229,0.14457831325301204,311-326
22,0.0,0.0,0.0,0.0,506-545
6,0.0,0.0,0.0,0.0,247-262
12,0.0,0.0,0.0,0.0,343-358
22,0.30324909747292417,0.0,0.30324909747292417,0.30324909747292417,506-545
18,0.5169491525423728,0.0,0.5169491525423728,0.5847457627118644,439-456
7,0.0,0.0,0.0,0.0,263-278
6,0.0,0.0,0.0,0.0,247-262
11,0.0,0.1329479768786127,0.9826589595375722,0.1329479768786127,327-342
5,0.0,0.16260162601626016,0.16260162601626016,0.16260162601626016,230-246
3,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,197-213
10,0.0,0.0,0.0,0.0,311-326
10,0.0,0.0,0.0,0.0,311-326
8,0.0,0.1456953642384106,0.1456953642384106,0.1456953642384106,279-294
11,0.0,0.0,0.0,0.0,327-342
8,0.0,0.16326530612244897,0.36054421768707484,0.16326530612244897,279-294
7,0.0,0.0,0.0,0.0,263-278
8,0.0,0.0,0.0,0.0,279-294
17,0.0,0.0,0.0,0.0,423-438
12,0.38764044943820225,0.1404494382022472,0.1404494382022472,0.47752808988764045,343-358
14,0.0,0.0,0.0,0.0,375-390
17,0.0,0.1409090909090909,0.1409090909090909,0.1409090909090909,423-438
6,0.0,0.1590909090909091,0.1590909090909091,0.1590909090909091,247-262
6,0.0,0.0,0.0,0.0,247-262
17,0.0,0.0,0.0,0.0,423-438
7,0.0,0.15753424657534246,0.15753424657534246,0.15753424657534246,263-278
8,0.0,0.0,0.0,0.0,279-294
15,0.0,0.0,0.0,0.0,391-406
9,0.0,0.15527950310559005,0.16770186335403728,0.15527950310559005,295-310
10,0.0,0.0,0.0,0.0,311-326
6,0.007518796992481203,0.13533834586466165,0.6541353383458647,0.13533834586466165,247-262
