proof,compressed?,length,resOnlyLength,compressedLengthAll,compressedLengthResOnly,compressTime,compressRatio,compressSpeed,compressRatioRes,compressSpeedRes,numFOSub,totalTime
\SYN\SYN671-1.spass,0,14,7,14,7,1157430,0.0,0.0,0.0,0.0,0,4425629
\SYN\SYN630-1.spass,0,11,5,11,5,905574,0.0,0.0,0.0,0.0,0,3850467
\CSR\CSR050+1.spass,0,26,14,26,14,1950893,0.0,0.0,0.0,0.0,0,6078480
\PUZ\PUZ035-6.spass,0,9,6,9,6,643060,0.0,0.0,0.0,0.0,0,2890811
\SYN\SYN587-1.spass,0,16,8,16,8,918601,0.0,0.0,0.0,0.0,0,4139825
\COL\COL120-2.spass,0,5,2,5,2,251461,0.0,0.0,0.0,0.0,0,1308227
\SYN\SYN570-1.spass,0,22,11,22,11,1397442,0.0,0.0,0.0,0.0,0,4597349
\SYN\SYN717-1.spass,0,16,8,16,8,1912996,0.0,0.0,0.0,0.0,0,6163353
\PUZ\PUZ047-1.spass,0,16,8,16,8,1744435,0.0,0.0,0.0,0.0,0,4347072
\SET\SET590+3.spass,0,8,3,8,3,318175,0.0,0.0,0.0,0.0,0,2800017
\SYN\SYN082+1.spass,0,9,4,9,4,371073,0.0,0.0,0.0,0.0,0,2702511
\SYN\SYN571-1.spass,0,16,8,16,8,1087163,0.0,0.0,0.0,0.0,0,4655773
\GRP\GRP001+6.spass,0,26,16,26,16,2684748,0.0,0.0,0.0,0.0,0,40214369
\SYN\SYN727-1.spass,0,5,2,5,2,91189,0.0,0.0,0.0,0.0,0,1871942
\SYN\SYN656-1.spass,0,19,10,19,10,1371389,0.0,0.0,0.0,0.0,0,6169669
\CSR\CSR035+1.spass,0,5,2,5,2,101848,0.0,0.0,0.0,0.0,0,962419
\SYN\SYN613-1.spass,0,20,11,20,11,1203617,0.0,0.0,0.0,0.0,0,4237724
\SYN\SYN626-1.spass,0,16,8,16,8,918207,0.0,0.0,0.0,0.0,0,3694933
\TOP\TOP022+1.spass,0,13,6,13,6,580688,0.0,0.0,0.0,0.0,0,3058583
\SET\SET835-2.spass,0,7,3,7,3,170141,0.0,0.0,0.0,0.0,0,1689958
\SWV\SWV258-2.spass,0,11,5,11,5,421601,0.0,0.0,0.0,0.0,0,2419865
\SYN\SYN014-2.spass,0,10,5,10,5,272383,0.0,0.0,0.0,0.0,0,1572320
\SET\SET631+3.spass,0,12,6,12,6,762277,0.0,0.0,0.0,0.0,0,2773173
\SYN\SYN655-1.spass,0,17,9,17,9,2543424,0.0,0.0,0.0,0.0,0,16124276
\SYN\SYN668-1.spass,0,14,7,14,7,1171246,0.0,0.0,0.0,0.0,0,3314781
\SYN\SYN653-1.spass,0,18,9,18,9,3146614,0.0,0.0,0.0,0.0,0,9767097
\SWV\SWV341-2.spass,0,7,3,7,3,175273,0.0,0.0,0.0,0.0,0,1483500
\SYN\SYN340-1.spass,0,3,1,3,1,63556,0.0,0.0,0.0,0.0,0,629638
\TOP\TOP021+1.spass,0,9,4,9,4,384889,0.0,0.0,0.0,0.0,0,2502764
\SET\SET834-2.spass,0,23,11,23,11,2087873,0.0,0.0,0.0,0.0,0,7018398
\SYN\SYN312-1.spass,0,21,13,21,13,2277358,0.0,0.0,0.0,0.0,0,4868153
\COL\COL117-2.spass,0,14,7,14,7,2867521,0.0,0.0,0.0,0.0,0,12629486
\SWV\SWV257-2.spass,0,5,2,5,2,139744,0.0,0.0,0.0,0.0,0,1185853
\SYN\SYN310-1.spass,0,19,13,19,13,1660746,0.0,0.0,0.0,0.0,0,2815807
\SWV\SWV255-2.spass,0,12,6,12,6,1101769,0.0,0.0,0.0,0.0,0,5670696
\SET\SET832-2.spass,0,7,3,7,3,302385,0.0,0.0,0.0,0.0,0,2276568
\SYN\SYN325-1.spass,0,6,3,6,3,490684,0.0,0.0,0.0,0.0,0,2262357
\SWB\SWB024+2.spass,0,24,12,24,12,1852993,0.0,0.0,0.0,0.0,0,7571060
\SYN\SYN680-1.spass,0,14,7,14,7,1649298,0.0,0.0,0.0,0.0,0,3737172
\SYN\SYN596-1.spass,0,13,6,13,6,1278620,0.0,0.0,0.0,0.0,0,3610060
\SYN\SYN594-1.spass,0,23,12,23,12,4790385,0.0,0.0,0.0,0.0,0,10810441
\SYN\SYN079+1.spass,0,7,3,7,3,298437,0.0,0.0,0.0,0.0,0,1790622
\SYN\SYN566-1.spass,0,32,18,32,18,4948684,0.0,0.0,0.0,0.0,0,8887971
\GRP\GRP012+5.spass,0,21,13,21,13,2015239,0.0,0.0,0.0,0.0,0,40875983
\SWV\SWV280-2.spass,0,5,2,5,2,135402,0.0,0.0,0.0,0.0,0,1211907
\SET\SET046-5.spass,0,11,5,11,5,1115980,0.0,0.0,0.0,0.0,0,3353073
\COL\COL112-2.spass,0,5,2,5,2,277909,0.0,0.0,0.0,0.0,0,1377704
\COM\COM002-2.spass,0,21,12,21,12,1541924,0.0,0.0,0.0,0.0,0,5396733
\SET\SET899+1.spass,0,7,3,7,3,159482,0.0,0.0,0.0,0.0,0,1264409
\SYN\SYN593-1.spass,0,13,6,13,6,905969,0.0,0.0,0.0,0.0,0,5373838
\LAT\LAT271-2.spass,0,7,3,7,3,495026,0.0,0.0,0.0,0.0,0,1982868
\SWV\SWV364-2.spass,0,9,4,9,4,336728,0.0,0.0,0.0,0.0,0,3020292
\SWV\SWV323-2.spass,0,37,17,37,17,3525976,0.0,0.0,0.0,0.0,0,14030875
\SET\SET859-2.spass,0,7,3,7,3,275541,0.0,0.0,0.0,0.0,0,1806411
\SWV\SWV321-2.spass,0,24,10,24,10,1341387,0.0,0.0,0.0,0.0,0,7286439
\SET\SET829-2.spass,0,7,3,7,3,163430,0.0,0.0,0.0,0.0,0,1603112
\SWV\SWV239-2.spass,0,12,5,12,5,606743,0.0,0.0,0.0,0.0,0,3482948
\SYN\SYN035-1.spass,0,9,6,9,6,523449,0.0,0.0,0.0,0.0,0,3594664
\SYN\SYN048-1.spass,0,3,1,3,1,52503,0.0,0.0,0.0,0.0,0,782805
\SYN\SYN677-1.spass,0,14,7,14,7,1169272,0.0,0.0,0.0,0.0,0,3544135
\CSR\CSR054+1.spass,0,5,2,5,2,124743,0.0,0.0,0.0,0.0,0,1029133
\SYN\SYN632-1.spass,0,24,13,24,13,3301359,0.0,0.0,0.0,0.0,0,12235123
\LCL\LCL439-2.spass,0,13,6,13,6,1710091,0.0,0.0,0.0,0.0,0,5459105
\SWV\SWV320-2.spass,0,7,3,7,3,298437,0.0,0.0,0.0,0.0,0,2470394
\SYN\SYN604-1.spass,0,26,15,26,15,2939761,0.0,0.0,0.0,0.0,0,10318573
\COL\COL124-2.spass,0,6,2,6,2,370678,0.0,0.0,0.0,0.0,0,5330414
\SWV\SWV264-2.spass,0,5,2,5,2,156324,0.0,0.0,0.0,0.0,0,1661141
\COL\COL122-2.spass,0,5,2,5,2,293699,0.0,0.0,0.0,0.0,0,2007344
\TOP\TOP004-2.spass,0,3,1,3,1,75004,0.0,0.0,0.0,0.0,0,874389
\SWV\SWV277-2.spass,0,9,4,9,4,716090,0.0,0.0,0.0,0.0,0,2783832
\PUZ\PUZ008-3.spass,0,49,31,49,31,12114326,0.0,0.0,0.0,0.0,0,74607641
\MGT\MGT004-1.spass,0,47,29,47,29,45802955,0.0,0.0,0.0,0.0,0,1458399044
\SWB\SWB003+2.spass,0,3,1,3,1,71451,0.0,0.0,0.0,0.0,0,932813
\MGT\MGT002-1.spass,1,31,17,31,16,7335389,0.0,0.0,0.03225806451612903,1.3632542186924238E-7,0,65739012
\SWV\SWV291-2.spass,0,23,11,23,11,2100506,0.0,0.0,0.0,0.0,0,8204251
\PUZ\PUZ035-5.spass,0,9,6,9,6,296464,0.0,0.0,0.0,0.0,0,2221697
\SYN\SYN588-1.spass,0,7,3,7,3,680562,0.0,0.0,0.0,0.0,0,2632245
\SWB\SWB030+2.spass,0,22,12,22,12,1029528,0.0,0.0,0.0,0.0,0,4677485
\MGT\MGT003-1.spass,1,31,17,31,16,7719883,0.0,0.0,0.03225806451612903,1.2953564192617944E-7,0,65708221
\COM\COM011-2.spass,0,27,15,27,15,4135482,0.0,0.0,0.0,0.0,0,9976713
\SWV\SWV305-2.spass,0,30,16,30,16,3901391,0.0,0.0,0.0,0.0,0,11207174
\SET\SET836-2.spass,0,7,3,7,3,184747,0.0,0.0,0.0,0.0,0,2244592
\SYN\SYN654-1.spass,0,17,9,17,9,4552346,0.0,0.0,0.0,0.0,0,16392317
\LCL\LCL433-2.spass,0,15,7,15,7,1285726,0.0,0.0,0.0,0.0,0,7467238
\SET\SET850-2.spass,0,7,3,7,3,566477,0.0,0.0,0.0,0.0,0,3160037
\CAT\CAT007-3.spass,0,7,3,7,3,252645,0.0,0.0,0.0,0.0,0,1867204
\SYN\SYN557-1.spass,0,16,9,16,9,1626797,0.0,0.0,0.0,0.0,0,4450894
\SYN\SYN341-1.spass,0,3,1,3,1,77767,0.0,0.0,0.0,0.0,0,809648
\SWV\SWV286-2.spass,0,16,7,16,7,1703775,0.0,0.0,0.0,0.0,0,7647248
\SYN\SYN354-1.spass,1,14,7,15,6,1517843,-0.07142857142857142,-6.588296681540845E-7,0.07142857142857142,6.588296681540845E-7,1,2908575
\COL\COL118-2.spass,0,9,4,9,4,886626,0.0,0.0,0.0,0.0,0,3892312
\SWV\SWV284-2.spass,0,12,6,12,6,618586,0.0,0.0,0.0,0.0,0,3606902
\COL\COL103-2.spass,0,3,1,3,1,88030,0.0,0.0,0.0,0.0,0,1623244
\SYN\SYN311-1.spass,0,19,13,19,13,4145746,0.0,0.0,0.0,0.0,0,4031266
\SWV\SWV256-2.spass,0,5,2,5,2,135402,0.0,0.0,0.0,0.0,0,1077689
\SYN\SYN082-1.spass,0,15,5,15,5,468183,0.0,0.0,0.0,0.0,0,3960999
\COL\COL116-2.spass,0,3,1,3,1,70267,0.0,0.0,0.0,0.0,0,787542
\SYN\SYN683-1.spass,0,14,7,14,7,1093085,0.0,0.0,0.0,0.0,0,3152140
\SYN\SYN681-1.spass,0,14,7,14,7,1121902,0.0,0.0,0.0,0.0,0,3081479
\SET\SET588+3.spass,0,22,11,22,11,1456262,0.0,0.0,0.0,0.0,0,8264254
\LCL\LCL445-2.spass,0,13,7,13,7,1725092,0.0,0.0,0.0,0.0,0,6008213
\LCL\LCL430-2.spass,0,17,9,17,9,3301754,0.0,0.0,0.0,0.0,0,9520768
\LCL\LCL443-2.spass,0,17,9,17,9,1538766,0.0,0.0,0.0,0.0,0,8261885
\ANA\ANA004-4.spass,0,31,13,31,13,2882916,0.0,0.0,0.0,0.0,0,11131380
\SYN\SYN569-1.spass,0,31,20,31,20,6341389,0.0,0.0,0.0,0.0,0,69893443
\SYN\SYN554-1.spass,0,21,13,21,13,2812649,0.0,0.0,0.0,0.0,0,7918051
\SWV\SWV283-2.spass,0,14,6,14,6,680168,0.0,0.0,0.0,0.0,0,4071137
\COL\COL102-2.spass,0,11,5,11,5,705432,0.0,0.0,0.0,0.0,0,4167458
\SWV\SWV242-2.spass,0,15,8,15,8,1802069,0.0,0.0,0.0,0.0,0,4311544
\COL\COL115-2.spass,0,5,2,5,2,290937,0.0,0.0,0.0,0.0,0,2079584
\SWV\SWV270-2.spass,0,18,9,18,9,979789,0.0,0.0,0.0,0.0,0,4214433
\SWV\SWV240-2.spass,0,12,5,12,5,717275,0.0,0.0,0.0,0.0,0,3195959
\SEU\SEU264+1.spass,0,12,6,12,6,476867,0.0,0.0,0.0,0.0,0,2269462
\SEU\SEU163+3.spass,0,5,2,5,2,138165,0.0,0.0,0.0,0.0,0,943471
\SET\SET818-2.spass,0,3,1,3,1,57240,0.0,0.0,0.0,0.0,0,620559
\RNG\RNG038-2.spass,0,12,6,12,6,830570,0.0,0.0,0.0,0.0,0,2405259
\SYN\SYN338-1.spass,0,3,1,3,1,67899,0.0,0.0,0.0,0.0,0,532923
