proof,compressed?,length,resOnlyLength,compressedLengthAll,compressedLengthResOnly,compressTime,compressRatio,compressSpeed,compressRatioRes,compressSpeedRes,numFOSub,totalTime
\SYN\SYN710-1.spass,0,16,7,16,7,1959578,0.0,0.0,0.0,0.0,0,8670065
\SET\SET915+1.spass,0,5,2,5,2,203301,0.0,0.0,0.0,0.0,0,1396258
\CSR\CSR072+1.spass,0,3,1,3,1,116453,0.0,0.0,0.0,0.0,0,1007817
\LCL\LCL442-2.spass,0,32,16,32,16,6087560,0.0,0.0,0.0,0.0,0,22835948
\SYN\SYN622-1.spass,0,14,7,14,7,1163746,0.0,0.0,0.0,0.0,0,11016505
\SWV\SWV299-2.spass,0,23,15,23,15,5638326,0.0,0.0,0.0,0.0,0,10032374
\SYN\SYN352-1.spass,0,17,8,17,8,993605,0.0,0.0,0.0,0.0,0,11005847
\ANA\ANA003-4.spass,0,29,12,29,12,4405891,0.0,0.0,0.0,0.0,0,10753991
\SYN\SYN568-1.spass,0,13,6,13,6,1247040,0.0,0.0,0.0,0.0,0,4047452
\SWV\SWV269-2.spass,0,5,2,5,2,165403,0.0,0.0,0.0,0.0,0,1086374
\COL\COL114-2.spass,0,5,2,5,2,220275,0.0,0.0,0.0,0.0,0,1363099
\SYN\SYN065-1.spass,0,7,3,7,3,225802,0.0,0.0,0.0,0.0,0,1221775
\MGT\MGT009-1.spass,0,37,19,37,19,1305702790,0.0,0.0,0.0,0.0,0,164454116
\GRP\GRP028-3.spass,0,8,4,8,4,1665483,0.0,0.0,0.0,0.0,0,12430922
\LCL\LCL441-2.spass,0,7,4,7,4,880705,0.0,0.0,0.0,0.0,0,2711196
\COL\COL113-2.spass,0,3,1,3,1,85268,0.0,0.0,0.0,0.0,0,832939
\SWV\SWV266-2.spass,0,5,2,5,2,139744,0.0,0.0,0.0,0.0,0,1051240
\COL\COL111-2.spass,0,5,2,5,2,302384,0.0,0.0,0.0,0.0,0,1391916
\SET\SET786-1.spass,0,11,5,11,5,4921445,0.0,0.0,0.0,0.0,0,3988238
\COM\COM002-1.spass,0,19,10,19,10,1494553,0.0,0.0,0.0,0.0,0,5532925
\ANA\ANA042-2.spass,0,3,1,3,1,101453,0.0,0.0,0.0,0.0,0,859387
\MSC\MSC004-1.spass,0,20,10,20,10,5032767,0.0,0.0,0.0,0.0,0,6276254
\SWV\SWV009-1.spass,0,21,13,21,13,3081085,0.0,0.0,0.0,0.0,0,3785333
\SYN\SYN370+1.spass,0,4,2,4,2,519501,0.0,0.0,0.0,0.0,0,1054004
\SWV\SWV337-2.spass,0,23,13,23,13,4509713,0.0,0.0,0.0,0.0,0,8035295
\SEU\SEU158+1.spass,0,9,3,9,3,180010,0.0,0.0,0.0,0.0,0,1481526
\SWV\SWV335-2.spass,1,18,9,19,8,4577611,-0.05555555555555555,-2.184545606867862E-7,0.05555555555555555,2.184545606867862E-7,1,5822677
\SYN\SYN619-1.spass,0,24,12,24,12,3496370,0.0,0.0,0.0,0.0,0,6365864
\SWV\SWV279-2.spass,0,19,11,19,11,2438418,0.0,0.0,0.0,0.0,0,5792281
