bin,luCompResRatio,rpiCompResRatio,lurpiCompResRatio,rpiluCompResRatio,binDescription
8,0.0,0.14136125654450263,0.14136125654450263,0.14136125654450263,189-204
2,0.0,0.0967741935483871,0.0967741935483871,0.0967741935483871, 93-108
8,0.0,0.0,0.0,0.0,189-204
8,0.17346938775510204,0.14795918367346939,0.15816326530612246,0.29591836734693877,189-204
5,0.0,0.0,0.0,0.0,141-156
4,0.0,0.112,0.112,0.112,125-140
5,0.0,0.0,0.0,0.0,141-156
9,0.0,0.12149532710280374,0.14485981308411214,0.12149532710280374,205-220
3,0.0,0.12612612612612611,0.12612612612612611,0.12612612612612611,109-124
7,0.0,0.0,0.0,0.0,173-188
3,0.0,0.0,0.0,0.0,109-124
8,0.0,0.13612565445026178,0.13612565445026178,0.13612565445026178,189-204
3,0.0,0.14049586776859505,0.14049586776859505,0.14049586776859505,109-124
7,0.0,0.13186813186813187,0.13186813186813187,0.13186813186813187,173-188
4,0.0,0.18110236220472442,0.1889763779527559,0.18110236220472442,125-140
9,0.0047169811320754715,0.0,0.0047169811320754715,0.15566037735849056,205-220
8,0.0,0.0,0.0,0.0,189-204
7,0.0,0.12994350282485875,0.12994350282485875,0.12994350282485875,173-188
7,0.0,0.15168539325842698,0.15168539325842698,0.15168539325842698,173-188
6,0.0,0.0,0.0,0.0,157-172
7,0.0,0.10982658959537572,0.10982658959537572,0.10982658959537572,173-188
10,0.36324786324786323,0.1282051282051282,0.14102564102564102,0.44017094017094016,221-236
4,0.0,0.0,0.0,0.0,125-140
7,0.0,0.0,0.0,0.0,173-188
6,0.0,0.15527950310559005,0.15527950310559005,0.15527950310559005,157-172
5,0.0,0.16025641025641027,0.16666666666666666,0.16025641025641027,141-156
5,0.0,0.0,0.0,0.0,141-156
11,0.0,0.0,0.0,0.0,237-252
10,0.0,0.0,0.0,0.0,221-236
4,0.0,0.11029411764705882,0.11029411764705882,0.11029411764705882,125-140
2,0.0,0.0,0.0,0.0, 93-108
5,0.0,0.0,0.0,0.0,141-156
8,0.0,0.14427860696517414,0.14427860696517414,0.14427860696517414,189-204
5,0.4652777777777778,0.0,0.4652777777777778,0.5625,141-156
4,0.0,0.1357142857142857,0.1357142857142857,0.1357142857142857,125-140
5,0.0,0.0,0.0,0.0,141-156
4,0.0,0.0,0.0,0.0,125-140
7,0.0,0.13440860215053763,0.13440860215053763,0.13440860215053763,173-188
3,0.0,0.0,0.0,0.0,109-124
6,0.0,0.16167664670658682,0.16167664670658682,0.16167664670658682,157-172
5,0.0,0.10967741935483871,0.9096774193548387,0.10967741935483871,141-156
5,0.0,0.0,0.0,0.0,141-156
3,0.0,0.0,0.0,0.0,109-124
8,0.0,0.0,0.0,0.0,189-204
5,0.0,0.11971830985915492,0.11971830985915492,0.11971830985915492,141-156
7,0.5376344086021505,0.0,0.5376344086021505,0.5806451612903226,173-188
5,0.0,0.0,0.0,0.0,141-156
1,0.0,0.0,0.0,0.0, 77-92
4,0.0,0.0,0.0,0.0,125-140
9,0.0,0.0,0.0,0.0,205-220
6,0.0,0.0,0.0,0.0,157-172
8,0.0,0.0,0.0,0.0,189-204
11,0.0,0.0,0.0,0.0,237-252
8,0.0,0.0,0.0,0.0,189-204
6,0.0,0.13095238095238096,0.13095238095238096,0.13095238095238096,157-172
7,0.0,0.0,0.0,0.0,173-188
7,0.0,0.14857142857142858,0.16,0.14857142857142858,173-188
6,0.0,0.0,0.0,0.0,157-172
6,0.0,0.1125,0.1125,0.1125,157-172
11,0.0,0.0,0.0,0.0,237-252
12,0.4653846153846154,0.16538461538461538,0.2153846153846154,0.4653846153846154,253-269
8,0.0,0.0,0.0,0.0,189-204
7,0.0,0.0,0.0,0.0,173-188
5,0.0,0.0,0.0,0.0,141-156
8,0.0,0.0,0.0,0.0,189-204
3,0.0,0.0,0.0,0.0,109-124
4,0.0,0.14388489208633093,0.1510791366906475,0.14388489208633093,125-140
6,0.0,0.0,0.0,0.0,157-172
7,0.0,0.0,0.0,0.0,173-188
11,0.0,0.0,0.0,0.0,237-252
7,0.0,0.13736263736263737,0.13736263736263737,0.13736263736263737,173-188
5,0.0,0.0,0.0,0.0,141-156
6,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,157-172
8,0.0,0.0,0.0,0.0,189-204
9,0.0,0.0,0.0,0.0,205-220
8,0.0,0.0,0.0,0.0,189-204
6,0.10559006211180125,0.0,0.10559006211180125,0.2422360248447205,157-172
14,0.1242603550295858,0.0,0.1242603550295858,0.1242603550295858,294-368
5,0.0,0.0,0.0,0.0,141-156
6,0.0,0.08860759493670886,0.08860759493670886,0.08860759493670886,157-172
1,0.0,0.0,0.0,0.0, 77-92
9,0.20853080568720378,0.0,0.20853080568720378,0.20853080568720378,205-220
10,0.0,0.0,0.0,0.0,221-236
6,0.0,0.147239263803681,0.31901840490797545,0.147239263803681,157-172
4,0.0,0.0,0.0,0.0,125-140
4,0.0,0.0,0.0,0.0,125-140
8,0.0,0.0,0.0,0.0,189-204
5,0.0,0.0,0.0,0.0,141-156
6,0.0,0.0,0.0,0.0,157-172
6,0.0,0.0,0.0,0.0,157-172
8,0.0,0.0,0.0,0.0,189-204
4,0.0,0.0,0.0,0.0,125-140
5,0.0,0.1118421052631579,0.1118421052631579,0.1118421052631579,141-156
6,0.7305389221556886,0.1497005988023952,0.7544910179640718,0.7544910179640718,157-172
8,0.0,0.0,0.0,0.0,189-204
6,0.0,0.0,0.0,0.0,157-172
10,0.0,0.0,0.0,0.0,221-236
6,0.0,0.0,0.0,0.0,157-172
12,0.0,0.0,0.0,0.0,253-269
9,0.0,0.0,0.0,0.0,205-220
6,0.0,0.14619883040935672,0.14619883040935672,0.14619883040935672,157-172
9,0.0,0.0,0.0,0.0,205-220
6,0.0,0.12422360248447205,0.12422360248447205,0.12422360248447205,157-172
9,0.0,0.0,0.0,0.0,205-220
5,0.0,0.1836734693877551,0.19047619047619047,0.1836734693877551,141-156
8,0.0,0.1076923076923077,0.1076923076923077,0.1076923076923077,189-204
8,0.0,0.0,0.0,0.0,189-204
12,0.0,0.0,0.0,0.0,253-269
8,0.0,0.0,0.0,0.0,189-204
8,0.0,0.0,0.0,0.0,189-204
3,0.0,0.11504424778761062,0.11504424778761062,0.11504424778761062,109-124
6,0.006289308176100629,0.0,0.006289308176100629,0.006289308176100629,157-172
4,0.0,0.0,0.0,0.0,125-140
5,0.0,0.0,0.0,0.0,141-156
8,0.0,0.0,0.0,0.0,189-204
4,0.0,0.0,0.0,0.0,125-140
7,0.0,0.0,0.0,0.0,173-188
7,0.0,0.12716763005780346,0.12716763005780346,0.12716763005780346,173-188
8,0.0,0.0,0.0,0.0,189-204
8,0.109375,0.140625,0.2604166666666667,0.23958333333333334,189-204
14,0.49050632911392406,0.0,0.49050632911392406,0.569620253164557,294-368
13,0.35172413793103446,0.0,0.35172413793103446,0.35172413793103446,270-293
6,0.4171779141104294,0.0,0.4171779141104294,0.4171779141104294,157-172
7,0.0,0.0,0.0,0.0,173-188
3,0.0,0.1487603305785124,0.1487603305785124,0.1487603305785124,109-124
4,0.0,0.0,0.0,0.0,125-140
6,0.0,0.0,0.0,0.0,157-172
10,0.0,0.0,0.0,0.0,221-236
6,0.0,0.0,0.0,0.0,157-172
8,0.0,0.0,0.0,0.0,189-204
10,0.0,0.0,0.0,0.0,221-236
7,0.0,0.0,0.0,0.0,173-188
11,0.0,0.0,0.0,0.0,237-252
4,0.0,0.140625,0.15625,0.140625,125-140
4,0.0,0.0,0.0,0.0,125-140
12,0.0,0.0,0.0,0.0,253-269
7,0.0,0.0,0.0,0.0,173-188
6,0.0,0.0,0.0,0.0,157-172
3,0.7213114754098361,0.0,0.7213114754098361,0.7459016393442623,109-124
6,0.0,0.0,0.0,0.0,157-172
5,0.0,0.1103448275862069,0.1103448275862069,0.1103448275862069,141-156
11,0.0,0.0,0.0,0.0,237-252
5,0.0,0.0,0.0,0.0,141-156
5,0.0,0.0,0.0,0.0,141-156
6,0.5679012345679012,0.0,0.5679012345679012,0.5987654320987654,157-172
3,0.0,0.0,0.0,0.0,109-124
10,0.0,0.0,0.0,0.0,221-236
5,0.0,0.0,0.0,0.0,141-156
3,0.0,0.0,0.0,0.0,109-124
5,0.0,0.15384615384615385,0.18181818181818182,0.15384615384615385,141-156
7,0.0,0.0,0.0,0.0,173-188
5,0.0,0.15384615384615385,0.20512820512820512,0.15384615384615385,141-156
6,0.0,0.0,0.0,0.0,157-172
9,0.39622641509433965,0.0,0.39622641509433965,0.49056603773584906,205-220
7,0.0,0.1366120218579235,0.1366120218579235,0.1366120218579235,173-188
8,0.0,0.0,0.0,0.0,189-204
10,0.0,0.0,0.0,0.0,221-236
2,0.0,0.09375,0.09375,0.09375, 93-108
6,0.0,0.12578616352201258,0.12578616352201258,0.12578616352201258,157-172
2,0.0,0.0,0.0,0.0, 93-108
8,0.0,0.1256544502617801,0.13089005235602094,0.1256544502617801,189-204
8,0.0,0.0,0.0,0.0,189-204
11,0.0,0.0,0.0,0.0,237-252
5,0.0,0.12244897959183673,0.12244897959183673,0.12244897959183673,141-156
7,0.2722222222222222,0.0,0.2722222222222222,0.3611111111111111,173-188
12,0.0,0.0,0.0,0.0,253-269
8,0.0,0.0,0.0,0.0,189-204
11,0.0,0.13524590163934427,0.13524590163934427,0.13524590163934427,237-252
9,0.0,0.1509433962264151,0.15566037735849056,0.1509433962264151,205-220
4,0.42857142857142855,0.11428571428571428,0.15,0.4928571428571429,125-140
3,0.0,0.0,0.0,0.0,109-124
9,0.0,0.0,0.0,0.0,205-220
5,0.0,0.0,0.0,0.0,141-156
2,0.0,0.1414141414141414,0.1414141414141414,0.1414141414141414, 93-108
3,0.0,0.12295081967213115,0.12295081967213115,0.12295081967213115,109-124
4,0.0,0.11627906976744186,0.11627906976744186,0.11627906976744186,125-140
7,0.0,0.0,0.0,0.0,173-188
8,0.0,0.0,0.0,0.0,189-204
6,0.5061728395061729,0.1111111111111111,0.5617283950617284,0.5617283950617284,157-172
10,0.0,0.0,0.0,0.0,221-236
7,0.0,0.11560693641618497,0.12716763005780346,0.11560693641618497,173-188
11,0.0,0.0,0.0,0.0,237-252
4,0.0,0.0,0.0,0.0,125-140
7,0.0,0.15,0.15555555555555556,0.15,173-188
5,0.0,0.0,0.0,0.0,141-156
7,0.5519125683060109,0.0,0.5519125683060109,0.5519125683060109,173-188
2,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333, 93-108
12,0.1947565543071161,0.0,0.1947565543071161,0.31835205992509363,253-269
8,0.0,0.14705882352941177,0.14705882352941177,0.14705882352941177,189-204
11,0.16033755274261605,0.0,0.16033755274261605,0.16033755274261605,237-252
5,0.0,0.11724137931034483,0.11724137931034483,0.11724137931034483,141-156
4,0.0,0.0,0.0,0.0,125-140
6,0.0,0.12883435582822086,0.1411042944785276,0.12883435582822086,157-172
9,0.0,0.14563106796116504,0.1553398058252427,0.14563106796116504,205-220
5,0.0,0.0,0.0,0.0,141-156
10,0.0,0.0,0.0,0.0,221-236
5,0.0,0.0,0.0,0.0,141-156
12,0.0,0.0,0.0,0.0,253-269
8,0.0,0.0,0.0,0.0,189-204
7,0.0,0.0,0.0,0.0,173-188
5,0.0,0.0,0.0,0.0,141-156
9,0.0,0.1336405529953917,0.1336405529953917,0.1336405529953917,205-220
6,0.8,0.0,0.8,0.8,157-172
8,0.599009900990099,0.0,0.599009900990099,0.6534653465346535,189-204
5,0.0,0.11564625850340136,0.11564625850340136,0.11564625850340136,141-156
4,0.0,0.1349206349206349,0.1349206349206349,0.1349206349206349,125-140
8,0.0,0.0,0.0,0.0,189-204
4,0.0,0.1510791366906475,0.16546762589928057,0.1510791366906475,125-140
13,0.0,0.0,0.0,0.0,270-293
10,0.0,0.0,0.0,0.0,221-236
6,0.0,0.0,0.0,0.0,157-172
6,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,157-172
4,0.0,0.0,0.0,0.0,125-140
9,0.0,0.0,0.0,0.0,205-220
8,0.0,0.0,0.0,0.0,189-204
0,0.0,0.0,0.0,0.0, 43-76
7,0.0,0.0,0.0,0.0,173-188
8,0.0,0.0,0.0,0.0,189-204
12,0.0,0.0,0.0,0.0,253-269
9,0.0,0.0,0.0,0.0,205-220
9,0.0,0.0,0.0,0.0,205-220
0,0.0,0.08163265306122448,0.08163265306122448,0.08163265306122448, 43-76
10,0.0,0.12053571428571429,0.13839285714285715,0.12053571428571429,221-236
4,0.0,0.0,0.0,0.0,125-140
7,0.0,0.13068181818181818,0.13636363636363635,0.13068181818181818,173-188
2,0.0,0.11458333333333333,0.11458333333333333,0.11458333333333333, 93-108
8,0.0,0.15228426395939088,0.20812182741116753,0.15228426395939088,189-204
5,0.0,0.11564625850340136,0.12244897959183673,0.11564625850340136,141-156
10,0.0,0.0,0.0,0.0,221-236
4,0.0,0.0,0.0,0.0,125-140
10,0.0,0.0,0.0,0.0,221-236
4,0.0,0.09448818897637795,0.09448818897637795,0.09448818897637795,125-140
3,0.0,0.0,0.0,0.0,109-124
5,0.0,0.0,0.0,0.0,141-156
6,0.0,0.12578616352201258,0.12578616352201258,0.12578616352201258,157-172
6,0.3375796178343949,0.1592356687898089,0.9936305732484076,0.45222929936305734,157-172
8,0.0,0.0,0.0,0.0,189-204
4,0.0,0.12949640287769784,0.1366906474820144,0.12949640287769784,125-140
10,0.0,0.0,0.0,0.0,221-236
5,0.0,0.0,0.0,0.0,141-156
10,0.0,0.0,0.0,0.0,221-236
8,0.0,0.0,0.0,0.0,189-204
13,0.6354166666666666,0.0,0.6354166666666666,0.6354166666666666,270-293
8,0.0,0.0,0.0,0.0,189-204
10,0.0,0.0,0.0,0.0,221-236
9,0.0,0.0,0.0,0.0,205-220
10,0.3991228070175439,0.0,0.3991228070175439,0.3991228070175439,221-236
9,0.0,0.0,0.0,0.0,205-220
6,0.0,0.0,0.0,0.0,157-172
2,0.0,0.1368421052631579,0.1368421052631579,0.1368421052631579, 93-108
5,0.43661971830985913,0.0,0.43661971830985913,0.43661971830985913,141-156
8,0.0,0.0,0.0,0.0,189-204
3,0.0,0.0,0.0,0.0,109-124
0,0.0,0.0,0.0,0.0, 43-76
4,0.0,0.0,0.0,0.0,125-140
8,0.0,0.0,0.0,0.0,189-204
4,0.0,0.0,0.0,0.0,125-140
6,0.0058823529411764705,0.0,0.0058823529411764705,0.12941176470588237,157-172
5,0.0,0.0,0.0,0.0,141-156
11,0.0,0.0,0.0,0.0,237-252
9,0.0,0.0,0.0,0.0,205-220
7,0.0,0.11827956989247312,0.11827956989247312,0.11827956989247312,173-188
5,0.0,0.10810810810810811,0.1554054054054054,0.10810810810810811,141-156
4,0.0,0.0,0.0,0.0,125-140
4,0.0,0.0,0.0,0.0,125-140
4,0.0,0.0,0.0,0.0,125-140
6,0.0,0.0,0.0,0.0,157-172
5,0.5170068027210885,0.0,0.5170068027210885,0.5918367346938775,141-156
8,0.0,0.0,0.0,0.0,189-204
6,0.0,0.0,0.0,0.0,157-172
7,0.0,0.0,0.0,0.0,173-188
6,0.0,0.15476190476190477,0.9880952380952381,0.15476190476190477,157-172
5,0.0,0.0,0.0,0.0,141-156
3,0.0,0.0,0.0,0.0,109-124
9,0.0,0.0,0.0,0.0,205-220
4,0.0,0.0,0.0,0.0,125-140
11,0.0,0.14345991561181434,0.14345991561181434,0.14345991561181434,237-252
0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111, 43-76
6,0.0,0.13450292397660818,0.14035087719298245,0.13450292397660818,157-172
4,0.0,0.08461538461538462,0.08461538461538462,0.08461538461538462,125-140
8,0.0,0.0,0.0,0.0,189-204
10,0.0,0.0,0.0,0.0,221-236
10,0.0,0.0,0.0,0.0,221-236
3,0.0,0.0,0.0,0.0,109-124
3,0.0,0.10569105691056911,0.10569105691056911,0.10569105691056911,109-124
10,0.018018018018018018,0.0,0.018018018018018018,0.018018018018018018,221-236
6,0.0,0.0,0.0,0.0,157-172
5,0.0,0.0,0.0,0.0,141-156
8,0.0,0.0,0.0,0.0,189-204
6,0.0,0.0,0.0,0.0,157-172
5,0.7183098591549296,0.0,0.7183098591549296,0.7676056338028169,141-156
6,0.0,0.0,0.0,0.0,157-172
4,0.0,0.0,0.0,0.0,125-140
7,0.0,0.13259668508287292,0.13259668508287292,0.13259668508287292,173-188
5,0.0,0.0,0.0,0.0,141-156
3,0.0,0.0,0.0,0.0,109-124
7,0.0,0.0,0.0,0.0,173-188
6,0.0,0.11392405063291139,0.11392405063291139,0.11392405063291139,157-172
0,0.0,0.0,0.0,0.0, 43-76
4,0.0,0.0,0.0,0.0,125-140
4,0.0,0.0,0.0,0.0,125-140
6,0.0,0.0,0.0,0.0,157-172
14,0.0,0.0,0.0,0.0,294-368
7,0.0,0.12903225806451613,0.12903225806451613,0.12903225806451613,173-188
5,0.0,0.0,0.0,0.0,141-156
8,0.0,0.0,0.0,0.0,189-204
6,0.0,0.14457831325301204,0.1746987951807229,0.14457831325301204,157-172
13,0.0,0.0,0.0,0.0,270-293
4,0.0,0.0,0.0,0.0,125-140
7,0.0,0.0,0.0,0.0,173-188
13,0.30324909747292417,0.0,0.30324909747292417,0.30324909747292417,270-293
10,0.5169491525423728,0.0,0.5169491525423728,0.5847457627118644,221-236
4,0.0,0.0,0.0,0.0,125-140
4,0.0,0.0,0.0,0.0,125-140
7,0.0,0.1329479768786127,0.9826589595375722,0.1329479768786127,173-188
3,0.0,0.16260162601626016,0.16260162601626016,0.16260162601626016,109-124
2,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111, 93-108
6,0.0,0.0,0.0,0.0,157-172
6,0.0,0.0,0.0,0.0,157-172
5,0.0,0.1456953642384106,0.1456953642384106,0.1456953642384106,141-156
7,0.0,0.0,0.0,0.0,173-188
5,0.0,0.16326530612244897,0.36054421768707484,0.16326530612244897,141-156
4,0.0,0.0,0.0,0.0,125-140
5,0.0,0.0,0.0,0.0,141-156
10,0.0,0.0,0.0,0.0,221-236
7,0.38764044943820225,0.1404494382022472,0.1404494382022472,0.47752808988764045,173-188
8,0.0,0.0,0.0,0.0,189-204
9,0.0,0.1409090909090909,0.1409090909090909,0.1409090909090909,205-220
4,0.0,0.1590909090909091,0.1590909090909091,0.1590909090909091,125-140
4,0.0,0.0,0.0,0.0,125-140
9,0.0,0.0,0.0,0.0,205-220
5,0.0,0.15753424657534246,0.15753424657534246,0.15753424657534246,141-156
5,0.0,0.0,0.0,0.0,141-156
9,0.0,0.0,0.0,0.0,205-220
6,0.0,0.15527950310559005,0.16770186335403728,0.15527950310559005,157-172
6,0.0,0.0,0.0,0.0,157-172
4,0.007518796992481203,0.13533834586466165,0.6541353383458647,0.13533834586466165,125-140
9,0.4636363636363636,0.0,0.4636363636363636,0.5590909090909091,205-220
8,0.4030612244897959,0.0,0.4030612244897959,0.47959183673469385,189-204
10,0.16228070175438597,0.14473684210526316,0.2631578947368421,0.2807017543859649,221-236
6,0.0,0.1511627906976744,0.1569767441860465,0.1511627906976744,157-172
5,0.0,0.0,0.0,0.0,141-156
9,0.0,0.0,0.0,0.0,205-220
10,0.08583690987124463,0.11158798283261803,0.18454935622317598,0.18454935622317598,221-236
8,0.0,0.0,0.0,0.0,189-204
10,0.0,0.14473684210526316,0.21052631578947367,0.14473684210526316,221-236
2,0.0,0.0,0.0,0.0, 93-108
11,0.0,0.0,0.0,0.0,237-252
11,0.44166666666666665,0.0,0.44166666666666665,0.525,237-252
6,0.0,0.0,0.0,0.0,157-172
7,0.0,0.0,0.0,0.0,173-188
8,0.005208333333333333,0.0,0.005208333333333333,0.005208333333333333,189-204
6,0.0,0.0,0.0,0.0,157-172
1,0.0,0.14772727272727273,0.14772727272727273,0.14772727272727273, 77-92
11,0.0,0.16182572614107885,0.16182572614107885,0.16182572614107885,237-252
2,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666, 93-108
8,0.0,0.0,0.0,0.0,189-204
10,0.013215859030837005,0.0,0.013215859030837005,0.013215859030837005,221-236
4,0.0,0.0,0.0,0.0,125-140
5,0.0,0.0,0.0,0.0,141-156
4,0.0,0.0,0.0,0.0,125-140
9,0.0,0.1497584541062802,0.1497584541062802,0.1497584541062802,205-220
4,0.5851851851851851,0.1111111111111111,0.6222222222222222,0.6222222222222222,125-140
8,0.0,0.0,0.0,0.0,189-204
8,0.0,0.0,0.0,0.0,189-204
9,0.0,0.0,0.0,0.0,205-220
5,0.0,0.1780821917808219,0.952054794520548,0.1780821917808219,141-156
7,0.0,0.0,0.0,0.0,173-188
10,0.3185840707964602,0.1504424778761062,0.1504424778761062,0.42920353982300885,221-236
9,0.26146788990825687,0.0,0.26146788990825687,0.26146788990825687,205-220
4,0.0,0.0,0.0,0.0,125-140
7,0.0,0.0,0.0,0.0,173-188
6,0.0,0.16167664670658682,0.16167664670658682,0.16167664670658682,157-172
8,0.0,0.0,0.0,0.0,189-204
5,0.0,0.14193548387096774,0.14193548387096774,0.14193548387096774,141-156
8,0.0,0.0,0.0,0.0,189-204
6,0.0,0.14545454545454545,0.6242424242424243,0.14545454545454545,157-172
